node,time,mean,sd,2.5%,25%,50%,75%,97.5%,Rhat,n.eff
C,1.0,28.73608387444757,7.958985341482011,15.96285827774163,23.09633227588984,27.89454057161537,33.36464292868401,47.21980573710993,1.00216016237436,1600.0
C,2.0,34.13406257130564,9.322822538789461,19.3433734068606,27.411224720414737,33.19385207824208,39.20129870707505,56.05002565224969,1.0125158817616078,190.0
C,3.0,52.3944367607485,9.88062738909631,34.90856421998446,45.43609903549032,51.76336646662658,58.53903943002756,73.57034310499151,1.0045841028030442,580.0
C,4.0,33.33960817884283,6.794039562823171,21.779017499352015,28.509497361527234,32.81639172149665,37.47066800215072,48.516693244415244,1.0012599299547684,4300.0
C,5.0,56.15001162566727,9.11532840063962,41.04171991738027,49.737982493258016,55.37338569423663,61.63510864750418,76.16244019900019,1.0050459722877876,470.0
C,6.0,61.970913421774156,13.217174745327139,39.933598214342766,52.68983516657178,60.70414117098447,69.86238856279275,92.0876172062321,1.0022084241314375,2000.0
C,7.0,58.50710964276693,10.29661110422701,41.04701512477399,51.26447159888997,57.69196394266597,64.61222198754145,81.18319565639933,1.003997329007196,660.0
C,8.0,50.57191157983727,8.283600786519457,36.03040540296176,44.76558666524014,49.93970572136779,55.8502713366063,67.96107821307169,1.0019840602805308,1700.0
C,9.0,72.7196084348216,10.192389854203277,54.05474843512793,65.481962524247,72.35920637484936,79.29588191850506,94.02189793044273,1.001021097440916,7500.0
C,10.0,78.50465889058323,9.970595923121728,60.276633128909545,71.63788884821673,78.06040761053643,85.00786334688162,99.21124034232334,1.0013085835090196,3900.0
C,11.0,66.48581517963979,10.033798643178873,48.33441124036925,59.55703122388799,65.85372267550858,72.78879153960081,87.8380696185532,1.0016456857045624,2400.0
C,12.0,37.37149713001245,5.540916001307825,27.37580972607064,33.399405319436646,37.06457297761893,40.91094394554204,48.88186299878783,1.001818058062345,2000.0
C,13.0,35.232092859516214,6.31669803877666,23.99680933303414,30.734870314535932,34.843226938391936,39.27430557655271,48.5225926038503,1.0087304646476802,250.0
C,14.0,48.176729818413534,8.445109265439731,33.47587461495055,42.2178998350474,47.64821905509264,53.502031689938505,66.45495688767427,1.0032805648527394,810.0
C,15.0,54.076255540217346,9.76014420816085,36.89631252034154,47.08227074478771,53.47152383800205,60.23082144887158,75.1480618451414,1.0076530369066636,290.0
C,16.0,40.89471120289852,7.774018099511513,27.2474365401314,35.344786372554324,40.32684799761334,45.825906287644486,57.41154375683111,1.0040388973172785,620.0
C,17.0,28.888581192128004,5.7312376951505515,18.990919662648224,24.85478487940727,28.37405491493635,32.40605458427566,41.6084895761989,1.0025047062832266,1200.0
C,18.0,56.2469915176008,9.051159906892245,40.413547230452295,49.92593821882465,55.507816555547066,61.98803440278313,75.49699686941216,1.0078456954979644,290.0
C,19.0,54.65449543339338,9.252964556347864,38.37356493428464,48.16411562834847,53.949059793700286,60.57160531104717,74.7641703058531,1.00250450677497,1200.0
C,20.0,67.40180908286652,10.65675471668522,48.35381842044326,60.01726231963743,66.685524658541,74.24387519552837,90.41068632886471,1.0012273920049375,4700.0
C,21.0,37.245166066294296,7.039782471785255,24.936384073777067,32.23913105022502,36.68763566475482,41.66437906887762,52.27823152829418,1.0036884936957657,690.0
C,22.0,46.46016622809775,8.115858598824598,32.4548876611547,40.58998217742878,45.904615723498544,51.68216669249765,63.99906776650098,1.0011609067877925,5500.0
C,23.0,40.16039583088678,7.005009234463811,27.89694044079235,35.20867970408906,39.67588256352044,44.59598247782092,55.18309683164241,1.0008562580024163,7500.0
C,24.0,53.54056963814779,7.78103526770376,40.013452314045914,48.04641511695755,52.93584898179039,58.57223331736463,70.38112812290503,1.000982541151561,7500.0
C,25.0,41.90242985575282,6.5916012164103055,30.224901068706323,37.29486538178863,41.465683974081756,46.03924767168551,55.964716328385116,1.0012158157309914,4800.0
C,26.0,34.59106808320951,6.299570239518214,23.729552243288715,30.109568130327375,34.131172892914684,38.58387596794436,48.39598665666527,1.0013301470642617,3800.0
C,27.0,40.897505587048215,6.586640320279362,29.080861263633686,36.298523384718315,40.47122083258743,45.08186055484295,54.71082522710489,1.0010250367675595,7500.0
C,28.0,56.39931509509067,8.415888192433915,41.52367548156653,50.48890255967682,55.92260470292284,61.61524743697488,74.38265927989643,1.0014360820882804,3100.0
C,29.0,41.8043360337669,6.582436361805208,30.174980734295126,37.249320292594454,41.28545217287115,45.811934112842934,56.34892460788399,1.0009557217676097,7500.0
C,30.0,38.71490360293452,6.6220257179593975,27.283795760263402,34.05301406437467,38.21994462524881,42.798011306248945,53.10843596874012,1.0008708221151592,7500.0
C,31.0,59.16399051872035,8.927143613617156,43.40618817992069,52.90164953032673,58.659547188615825,64.73207610835142,78.33838444457449,1.0027362058097102,1000.0
C,32.0,59.71202245347915,10.691837700427898,40.94432176804394,52.22101290032003,59.020584406338976,66.40257349736139,82.80568565005487,1.0008900105939207,7500.0
CP,1.0,0.566504114429322,0.14611730192463337,0.31944158511205606,0.46328201321246293,0.5542673808241405,0.6543935198559789,0.8957824677328227,1.001430332052024,3200.0
CP,2.0,1.2131487695576224,0.3091603403742636,0.6910833742909163,0.9895983726959827,1.1875716099734968,1.402054949557744,1.9039990302978218,1.0055128228291734,500.0
CP,3.0,2.063092468192114,0.37135411441302163,1.3980459886990078,1.8009256295534155,2.036255737639334,2.299520671189079,2.842715370242247,1.0025964060577315,1100.0
CP,4.0,1.0238338823484312,0.20703967614578106,0.6705542113027363,0.8792632067035877,1.0071503525952907,1.1508177811122084,1.478065254785368,1.0038151243568256,670.0
CP,5.0,1.7964360534417922,0.28303403229743557,1.3198452804650185,1.5968092472821904,1.771444396362565,1.9721137202863896,2.412810866261679,1.0036241339203915,710.0
CP,6.0,2.1860992724722084,0.39978979838609235,1.4866207986193787,1.8986388938741396,2.157454689385289,2.4401433538600585,3.0428030178292236,1.0046054137644427,620.0
CP,7.0,1.80493197189538,0.2389318836898858,1.3702848034838289,1.6353170873323233,1.7916172435259266,1.9588848297483972,2.2994440769379203,1.0016203451499437,2400.0
CP,8.0,1.601600018485861,0.22793331475156706,1.1850294801084476,1.4390495229807923,1.5931916389745855,1.7475361800141058,2.072693615566923,1.001098686537988,6700.0
CP,9.0,1.9623988140524384,0.2534311474234331,1.485766843978821,1.7860711166535403,1.9539887918645158,2.1317091100852603,2.4774081524551117,1.0008161249661545,7500.0
CP,10.0,1.8120530996511646,0.2217974276896877,1.4055828286904843,1.6557513098971006,1.8051586377414546,1.96021701002854,2.263605817916151,1.0013276164132052,3800.0
CP,11.0,1.4877291124086145,0.19520317575412863,1.1262660567738387,1.3523110368412152,1.477766731615505,1.6117977038159423,1.8940873163919933,1.0010322415687205,7500.0
CP,12.0,1.0772555400878503,0.1500402839193729,0.8091214338801769,0.9724364623255617,1.0710209513946585,1.1735164832585971,1.3863817506722753,1.001429238820693,3200.0
CP,13.0,1.020152855730349,0.1574158244039488,0.735263338474891,0.9108000158643559,1.0139001353103332,1.1223670597750757,1.3476952826759674,1.0046828150604437,520.0
CP,14.0,1.601683815207938,0.22720442344184988,1.187721648056517,1.4422716121216959,1.5952149727143843,1.7497953350267421,2.071133111541013,1.0008895945188192,7500.0
CP,15.0,2.2689197383746107,0.3178322491097309,1.6836706454986794,2.044905475273616,2.261521524725222,2.472442435799712,2.926772120868865,1.0038294928713183,660.0
CP,16.0,1.5308943720567967,0.2460142473527961,1.0900503393146037,1.3619618564321985,1.5181196596525974,1.6903207856695166,2.043065633913275,1.003818773420853,660.0
CP,17.0,0.96850031390351,0.17382541307040597,0.6595838667369317,0.8481650198743984,0.9568533329639699,1.078041414839349,1.3369323080185118,1.00250553762998,1200.0
CP,18.0,1.978334592127154,0.2578231300860038,1.5163781334755133,1.7984519331921665,1.9696422311794355,2.1481705457842724,2.51191606957409,1.0020882221163925,1600.0
CP,19.0,1.6720709212464848,0.22555295164296088,1.2523080283369807,1.515826704362966,1.6578306475068276,1.8176738421025915,2.141143361584345,1.0032258215189511,830.0
CP,20.0,2.1451126655673045,0.2572386653137912,1.6648755750762858,1.9666778554812647,2.1338302692728996,2.3145192806024975,2.666740222825632,1.002383230103587,1300.0
CP,21.0,1.1545721229433032,0.1918348317897306,0.8086985245898027,1.0213381371005912,1.1438603523311304,1.2802595431814274,1.5504032933814433,1.0024424181376046,1200.0
CP,22.0,1.4498030949501755,0.2116880072632424,1.0665356460693995,1.2999247668515053,1.4389648028202982,1.5923330362559531,1.8852461845651334,1.0014454082785291,3100.0
CP,23.0,1.1654940961452291,0.17790672729287282,0.8398133298025846,1.0408412115488792,1.1569427325536994,1.278096304069401,1.5388626805933856,1.0009100609483623,7500.0
CP,24.0,1.6698464106354545,0.21864293616659278,1.274220700210258,1.51691089717415,1.6594163540929077,1.8089547564655517,2.1278426750892296,1.000843068773978,7500.0
CP,25.0,1.177563211330172,0.1684624977310986,0.869997991186446,1.0591416078056564,1.1693562280714682,1.2840611363904408,1.5337473349171051,1.0013780713644107,3500.0
CP,26.0,1.122838147742191,0.1847392699184565,0.7915574875142206,0.9938099134671632,1.1121258335466793,1.2401972322956325,1.5101830991038157,1.0014181639511637,3200.0
CP,27.0,1.3660643499943608,0.20535751402558924,0.9945791696276437,1.2226574441694436,1.356552119133084,1.5004201470381122,1.7953684272792105,1.0012593526293785,4300.0
CP,28.0,1.7078843395339285,0.2314761327695322,1.2851871194612399,1.5449525801624002,1.6999536624287497,1.8532148028946094,2.2001790781997896,1.0009876279329952,7500.0
CP,29.0,1.3825796560019676,0.20081780696238824,1.0182581802557216,1.239919684943851,1.3709527517522002,1.510360101387892,1.8076117948473687,1.0008376553070608,7500.0
CP,30.0,1.243501175437906,0.19446551585933397,0.8985468579243301,1.1080229885070416,1.2301656078187824,1.3716805335098559,1.6541580487395293,1.0008553543064211,7500.0
CP,31.0,1.6423251663640759,0.20749670794562572,1.2623783244891946,1.499902800798151,1.636040072369878,1.7734020624108304,2.084023283185223,1.002598018222543,1100.0
CP,32.0,1.441400742131608,0.21476104881729657,1.053589311553206,1.2908822795987507,1.431532167011054,1.5775769476153152,1.9018552507055302,1.0014034990609506,3300.0
N1,1.0,31.675922986070585,5.495152918633567,21.742317907041983,27.794051769426364,31.30810718743136,35.215907036756526,43.250903690218294,1.00538717997246,440.0
N1,2.0,9.31434084396485,2.835398767004024,4.596384167447366,7.2662764649683815,9.012874557903295,11.091772426619874,15.64587089499659,1.0013327930658538,7500.0
N1,3.0,14.33494837713347,3.5772171275404903,8.182437659648775,11.75825580207544,14.086095415492748,16.562330608845635,22.107797484396123,1.0012571552939433,4400.0
N1,4.0,20.47661077758958,4.306562484139689,12.717680327209619,17.482420727530858,20.17128894586225,23.202456064941163,29.70022027439337,1.0014936499614826,2900.0
N1,5.0,25.0060222250598,4.33180009501065,17.21828072175034,21.963183923389643,24.72852700041445,27.759496525750574,33.94787205389329,1.0020294446522973,1600.0
N1,6.0,46.19681333633994,5.864025129899466,35.55375590187022,42.087908833581736,46.01379121599603,49.94299231980836,58.46922197348978,1.0023326406415127,1300.0
N1,7.0,16.45186689763371,3.8682995896040655,9.741541682611784,13.712910011069622,16.164100931489294,18.94874400332736,24.662347361432246,1.0010159016767173,7500.0
N1,8.0,21.288206010847794,4.355719865706604,13.566390273922408,18.2167743413224,20.997628588734358,23.997091396957668,30.594779576930506,1.0014166483524118,3200.0
N1,9.0,10.526159894240712,3.156048676236598,5.249561257757194,8.19669678211691,10.232080282223736,12.515324892824264,17.43625032891643,1.0018251614431655,2000.0
N1,10.0,5.380111806960239,2.343604972267967,1.817490285137368,3.672994509871331,5.0622188412016405,6.715139559501266,10.819468878852721,1.0008398445702136,7500.0
N1,11.0,27.267535449596068,4.731073062096217,18.617987607573742,23.98947977499987,27.024069136402762,30.288129928816225,37.2161272918776,1.0012540371949188,4400.0
N1,12.0,8.236469202500508,2.1353006433127497,4.517645326095462,6.712663533486972,8.07064686078005,9.615812960480069,12.771725761710963,1.0016467303919103,2400.0
N1,13.0,24.98984438946056,4.200482268839902,17.32270070487089,22.108075654031037,24.784779022959757,27.680672088105187,34.107250631730395,1.0021732449153231,1500.0
N1,14.0,10.078169969354903,2.9652096944330855,5.1900330579524665,7.948871796009051,9.793325116234879,11.888750386694618,16.732992310803333,1.0011106751398613,6400.0
N1,15.0,17.071375331573943,3.919753952113194,10.328390382404185,14.275802290493203,16.734604474332407,19.50869664174324,25.634082662671304,1.0030236996703206,900.0
N1,16.0,14.713654772061727,3.7653441353146637,8.209461810052952,12.038981706255992,14.401658059465053,17.023318692288978,22.808299425447764,1.0008041864986474,7500.0
N1,17.0,8.76920599642729,2.8289035948785037,4.132342756306112,6.691884821284113,8.458654028052798,10.555723853551475,15.09561829940426,1.000963376259833,7500.0
N1,18.0,13.25224229658381,3.2697603982844563,7.620595547082304,10.960063033489062,12.993023699348193,15.316339234943944,20.374745475754718,1.0021557348034398,1500.0
N1,19.0,14.255685242235463,3.5948420361976323,8.030953863350604,11.717542184760063,13.981792112997464,16.531265496896463,22.110414928849455,1.001973835813065,1700.0
N1,20.0,20.64862535579492,4.2728625572038315,13.035882955353527,17.625288941468582,20.37869796761235,23.508851344180034,29.64403539913548,1.00111296527821,6400.0
N1,21.0,18.670246459328038,4.192425359601978,11.511693907734864,15.67167628630615,18.349294827185084,21.30409014928781,27.66208459809779,1.0011100037946392,6400.0
N1,22.0,17.388103434499246,3.8226904091657654,10.656496798981197,14.68612629158172,17.14871168459188,19.847123504746936,25.628698876466714,1.0014600644689615,3000.0
N1,23.0,11.40418432282106,3.2271967637918286,6.017288556104644,9.10708131846668,11.065813500471107,13.371566047189798,18.679880224122076,1.0008062663869028,7500.0
N1,24.0,14.12859493759782,3.50070416020296,8.042304248873059,11.63463642174925,13.860527631385589,16.279368742352627,21.79276437546309,1.0010176732188731,7500.0
N1,25.0,14.541405608191845,3.6743205666349517,8.16255301516096,11.86399891043106,14.227380246457193,16.924565859039326,22.517437956303016,1.0016386903169212,2400.0
N1,26.0,11.963330885776232,3.2401590168214915,6.473250464001484,9.63238018693213,11.715188624592288,13.950077959912509,19.089719243127742,1.0009082847645143,7500.0
N1,27.0,8.631846563606343,2.813981530058037,4.0462880430957275,6.61421373513466,8.322737022628852,10.316232766194043,14.970826004137521,1.0012037006673489,4900.0
N1,28.0,9.625696209529204,3.001878595414034,4.526554505053825,7.479444260355029,9.366248449559246,11.469438077316182,16.29771409221041,1.0008967220493425,7500.0
N1,29.0,16.85810943996929,2.94186353745084,11.583330999622245,14.826314543236466,16.66573077026267,18.74980458728651,22.904327513381336,1.001119072421553,6200.0
N1,30.0,16.3643363133293,3.7630380695398395,9.73223847117999,13.699156404366924,16.100717903472344,18.820787110342767,24.322339807687218,1.0009695723680836,7500.0
N1,31.0,14.719838535863541,3.57321835086979,8.502547283391618,12.137190099953656,14.45601088332718,17.011154512346312,22.399053852198964,1.000880735755713,7500.0
N1,32.0,9.643341359606417,3.0252919444212143,4.644439718674582,7.4782689159421665,9.318199766962936,11.4304949799049,16.38613324685273,1.0008099350204018,7500.0
N2,1.0,101.4987802134506,10.16813418870655,81.85745289475531,94.48521218368667,101.51882439724262,108.15853271625303,122.53683599628856,1.0030771417069897,1800.0
N2,2.0,56.51497956865641,7.008689682094046,43.53623046178293,51.67835181254292,56.07772864632037,61.06955916056466,70.98257416709392,1.0102925971726155,210.0
N2,3.0,51.02744733849489,5.660643646236581,40.75980006523025,47.07173382685809,50.72106078318162,54.69159970895915,62.98598106218248,1.0018444591220501,1900.0
N2,4.0,65.43413452696478,6.508354152619147,53.40663404870904,60.9025173107947,65.20150632297221,69.64320078852543,79.06074417458788,1.005585109826524,420.0
N2,5.0,62.785953633570145,6.256604745658507,51.141378648743284,58.576749686386805,62.63894048664333,66.89119718544323,75.34374046271505,1.0044390443036708,790.0
N2,6.0,56.75315392132742,6.514976479419133,44.489451025800335,52.415700160622755,56.51352207279725,60.90142157356891,70.13927622361412,1.0029293233333285,940.0
N2,7.0,64.82446206476037,7.276601908577525,51.46009638744307,59.82030754539342,64.60828066731023,69.55288927031285,79.78438662218616,1.0083059810937611,270.0
N2,8.0,63.25646463413039,6.216018511906734,51.60286043494461,58.98963042724883,62.993874979066504,67.4003696465674,75.85847163996701,1.0043855316416144,560.0
N2,9.0,74.24793120683434,6.016798846787474,62.939232799300456,70.13495350076352,74.084821415069,78.17282751334598,86.59451974152708,1.0017329139860405,2100.0
N2,10.0,86.81805057498684,6.1792538332364035,75.39188684708601,82.50928547113526,86.63613005685754,90.92214765509644,99.55148477712167,1.0011371165682816,5900.0
N2,11.0,89.42070984516023,7.136292402565447,75.99974640788258,84.41721094186987,89.09170360537672,94.16837285162372,104.03126997195368,1.0016861134137325,2300.0
N2,12.0,69.49405524503428,5.2459840707936305,59.67176487345765,65.8272968363883,69.33556868125301,72.90869245949018,80.10711144461767,1.0010961097970217,6700.0
N2,13.0,69.09926831005815,6.5755650334113875,56.89042415925135,64.54645992883557,68.79947805308254,73.45474128293564,82.50225742445605,1.005805390442553,400.0
N2,14.0,60.20542306311636,6.575842457294954,47.72034053442111,55.723442804806396,59.97388449750276,64.4901500949895,73.80525511839,1.0081311513630902,270.0
N2,15.0,47.733728255033625,5.969845968372956,36.813522608672905,43.518516037283405,47.52481377510361,51.688221848643884,60.02994539260208,1.0060195547648598,430.0
N2,16.0,53.49792619271572,6.052136199593883,42.22226739696067,49.341076539732114,53.28084927128181,57.4498782039524,65.85266066013153,1.0013338959468776,3700.0
N2,17.0,59.76881983542061,6.084908067371591,48.40677363856408,55.59021270413338,59.61370322476882,63.6950968422812,72.41749953667355,1.0011684612995042,5400.0
N2,18.0,56.93196601843473,6.015192901196454,45.79727463679921,52.661765670779744,56.66007488402085,60.93891660440416,69.30262123712309,1.0105636072384898,210.0
N2,19.0,65.40128529423484,6.897219777388917,52.7406157056106,60.52365188131679,65.10078901052914,69.8813468554675,79.82016977399758,1.0008118992494712,7500.0
N2,20.0,62.87722256492247,6.75206382546638,50.22565024590512,58.16830331922077,62.57829132322264,67.35605891876884,76.7250493895053,1.0039664190056337,630.0
N2,21.0,64.61997586581575,6.719665738624615,52.24715418113797,59.88462390056114,64.4180534608918,69.01831766096345,78.45378631265746,1.0036418687253412,710.0
N2,22.0,64.14398861525639,6.596961103593366,51.66190305090941,59.59790540269752,63.91114971203389,68.5087418106035,77.54406248787788,1.0028176764543661,990.0
N2,23.0,69.01504384244352,6.84321089394817,56.4202525018734,64.25489806469629,68.80491681839612,73.51447159581261,83.19732180167355,1.0016766665786194,2300.0
N2,24.0,64.26277098575413,5.790892614559566,53.287886159517456,60.29233774629552,64.02175022728518,68.08926030713212,76.04385475208475,1.0009780295360224,7500.0
N2,25.0,71.31006305191733,6.417336491913757,59.20169879126722,66.82703262877207,71.06605868718341,75.49792078134057,84.77641537007835,1.0015975102928696,2500.0
N2,26.0,61.71858602975873,5.908222355518613,50.85356338656204,57.68299056132982,61.42515171406559,65.57498605252744,74.11484356123948,1.001580363095212,2600.0
N2,27.0,60.004679023139914,5.198733275251179,50.328863398512915,56.377811280894036,59.81588244212623,63.359802113859324,70.78401263755775,1.0016165359940568,2400.0
N2,28.0,66.13595406202695,5.3468086677568705,56.20736493374885,62.4451140903411,65.94159819973875,69.63386916641919,76.99290724665686,1.0014572590858646,3000.0
N2,29.0,60.553731164960155,4.774199845066092,51.65556489840781,57.32277441349413,60.38397118378212,63.629664200138606,70.34816456496306,1.0011224639044454,6200.0
N2,30.0,62.39459851680092,5.762731264403127,51.644155651122674,58.344018847061434,62.146613497968495,66.20062906747083,74.26485424813113,1.0009722762085183,7500.0
N2,31.0,72.1148225338183,6.636372249313087,60.02775897092426,67.51001904927797,71.82989346939424,76.50374520244947,85.93632281537143,1.0011687417190407,5400.0
N2,32.0,82.86759109122475,8.25182952714771,67.4282996174771,77.22449226481899,82.66465224868594,88.23833991522234,99.67093255583077,1.0016066590523403,2500.0
Psi0,1.0,0.3568499090256852,0.21856650473576075,0.01639819201915299,0.1754361475753243,0.34517383290695125,0.5157051847328009,0.7908292624492883,1.0026804681924228,1100.0
Psi0,2.0,0.2983774378615761,0.17573638072565448,0.014538772950554665,0.1533186074131732,0.2918571889544177,0.429571702454539,0.6490424505543565,1.001055467931778,7500.0
Psi0,3.0,0.4206509290423995,0.1603666365887411,0.06298067320302898,0.3188715387938825,0.4409914235045882,0.5395004281326509,0.6837370721187037,1.0186551081925286,270.0
Psi0,4.0,0.13527434309671316,0.10474995961431419,0.0047886380942099216,0.051527157265914586,0.1103937834669495,0.19728980679494895,0.38299249497958554,1.0013367475826804,3700.0
Psi0,5.0,0.07905420831118902,0.06582314759238252,0.0026532007244771325,0.02646786557700322,0.06297423019626806,0.11426818820407637,0.2452727832761053,1.0022741677081954,1400.0
Psi0,6.0,0.38926485593166427,0.20704070408253436,0.02631240745682903,0.22851353829988788,0.39242019316067617,0.5459804976883628,0.7794372281018874,1.0079345490598992,360.0
Psi0,7.0,0.31216541493031935,0.16895093244101245,0.021256611872651533,0.1785950828228719,0.3101433102421064,0.440168391460894,0.6283098345268405,1.007779703058693,290.0
Psi0,8.0,0.5556303863451952,0.1908737180975789,0.11910129707545113,0.44155001562113777,0.581048219739732,0.6920876392949848,0.8728160807899622,1.0021441578322698,1500.0
Psi0,9.0,0.8269996180224201,0.09833754648624535,0.5924602307826297,0.7769799285196022,0.8431692580456372,0.895647847836403,0.9712988396455697,1.0012982930993397,4000.0
Psi0,10.0,0.32786541230017263,0.14001770415675313,0.048065212265315634,0.23170445974841006,0.3369504785556257,0.4314147955010298,0.5790791853580519,1.0032498962673293,2000.0
Psi0,11.0,0.3490876549983251,0.21451187936409533,0.021749771261825094,0.1758992945635066,0.33033914213193183,0.49502445319089605,0.8137079396081687,1.0017545444253741,2100.0
Psi0,12.0,0.1785505307998247,0.1206460952112056,0.007413035545343005,0.07852066530690298,0.16251495642749467,0.2612872632946903,0.44386500250833627,1.001909951620168,1800.0
Psi0,13.0,0.4271485041926234,0.2193493616367118,0.03342856719212693,0.25204696675502614,0.4350121472699057,0.5991653959248723,0.8204549729378567,1.0107037111064827,280.0
Psi0,14.0,0.2735154493815174,0.1675790756421039,0.014271496397245483,0.13499383421271488,0.26297156983044934,0.39349364309630136,0.6229329886254265,1.0032429643371819,820.0
Psi0,15.0,0.4124388909728639,0.1930535979231523,0.037563626196175016,0.26988757405543884,0.42726120936088624,0.5630944951543978,0.7413595563383002,1.0009209286859673,7500.0
Psi0,16.0,0.5623235006818854,0.20864931031518028,0.08069978431003849,0.43460887714310215,0.6020766262266418,0.7209986764215338,0.8694018011699495,1.0010118015395333,7500.0
Psi0,17.0,0.30812487658112225,0.1804964692441558,0.016842155627736024,0.15745999900606966,0.3020710987832967,0.4452503312334808,0.6584041654864823,1.0010218765187981,7500.0
Psi0,18.0,0.509560526568553,0.18463996156168425,0.07817640200231231,0.3996000784317623,0.5406627231637672,0.6486219631080253,0.7865236155829046,1.009873785167479,390.0
Psi0,19.0,0.3173087116677839,0.1700789822216883,0.023965350113292625,0.18118332075568805,0.31732931595408903,0.4473847339045006,0.6332081047600729,1.004532099538159,720.0
Psi0,20.0,0.3789888089125466,0.1832966498622109,0.03325877120164534,0.2383005929707889,0.3905589021303659,0.5243371703995963,0.6920376287174365,1.0014906883642989,2900.0
